state,abbr,district,headquarters,population,area,density,url
UP,KN,Kanpur Nagar,Kanpur,4572951,3156,1415,http://kanpurnagar.nic.in/
UP,KR,Kasganj (Kanshi Ram Nagar),Kasganj,1438156,1955,736,https://web.archive.org/web/20150701184726/http://www.kanshiramnagar.nic.in/
UP,KS,Kaushambi,Manjhanpur,1596909,1837,897,https://web.archive.org/web/20160513183352/http://kaushambhi.nic.in/
UP,KU,Kushinagar,Padrauna,3560830,2909,1226,http://kushinagar.nic.in/
UP,LK,Lakhimpur Kheri,Lakhimpur,4013634,7674,523,http://kheri.nic.in/
UP,LA,Lalitpur,Lalitpur,1218002,5039,242,http://lalitpur.nic.in/
UP,LU,Lucknow,Lucknow,4588455,2528,1815,http://lucknow.nic.in/
UP,MG,Maharajganj,Maharajganj,2665292,2953,903,http://maharajganj.nic.in/
UP,MH,Mahoba,Mahoba,876055,2847,288,http://mahoba.nic.in/
UP,MP,Mainpuri,Mainpuri,1847194,2760,670,http://mainpuri.nic.in/
UP,MT,Mathura,Mathura,2541894,3333,761,http://mathura.nic.in/
UP,MB,Mau,Mau,2205170,1713,1287,http://mau.nic.in/
UP,ME,Meerut,Meerut,3447405,2522,1342,http://meerut.nic.in/
UP,MI,Mirzapur,Mirzapur,2494533,4522,561,http://mirzapur.nic.in/
UP,MO,Moradabad,Moradabad,4773138,3718,1284,http://moradabad.nic.in/
UP,MU,Muzaffarnagar,Muzaffarnagar,4138605,4008,1033,http://muzaffarnagar.nic.in/
UP,PI,Pilibhit,Pilibhit,2037225,3499,567,http://www.pilibhit.nic.in/
UP,PR,Pratapgarh,Pratapgarh,3173752,3717,854,http://pratapgarh.nic.in/
UP,RB,Raebareli,Raebareli,3404004,4609,739,http://raebareli.nic.in/
UP,RA,Rampur,Rampur,2335398,2367,987,http://rampur.nic.in/
UP,SA,Saharanpur,Saharanpur,3464228,3689,939,http://saharanpur.nic.in/
UP,SM,Sambhal (Bheem Nagar),Sambhal,2217020,,,https://web.archive.org/web/20140622025850/http://moradabad.nic.in/sambhal/
UP,SK,Sant Kabir Nagar,Khalilabad,1714300,1442,1014,http://sknagar.nic.in/
UP,SR,Bhadohi,Gyanpur,1554203,960,1531,http://bhadohi.nic.in/
UP,SJ,Shahjahanpur,Shahjahanpur,3002376,4575,673,http://shahjahanpur.nic.in/
UP,SH,Shamli[16],Shamli,,,,http://nppshamli.in/statis.aspx
UP,SV,Shravasti,Shravasti,1114615,1948,572,http://shravasti.nic.in/
UP,SN,Siddharthnagar,Naugarh,2553526,2751,882,http://sidharthnagar.nic.in/
UP,SI,Sitapur,Sitapur,4474446,5743,779,http://sitapur.nic.in/
UP,SO,Sonbhadra,Robertsganj,1862612,6788,274,http://sonbhadra.nic.in/
UP,SU,Sultanpur,Sultanpur,3790922,4436,855,http://sultanpur.nic.in
UP,UN,Unnao,Unnao,3110595,4561,682,http://unnao.nic.in/
UP,VA,Varanasi,Varanasi,3682194,1535,2399,http://varanasi.nic.in/
UK,AL,Almora,Almora,621927,3090,198,http://almora.nic.in/
UK,BA,Bageshwar,Bageshwar,259840,2310,116,http://bageshwar.nic.in/
UK,CL,Chamoli,Gopeshwar,391114,7692,49,http://chamoli.nic.in/
UK,CP,Champawat,Champawat,259315,1781,147,http://champawat.nic.in/
UK,DD,Dehradun,Dehradun,1698560,3088,550,http://dehradun.nic.in/
UK,HA,Haridwar,Haridwar,1927029,2360,817,http://haridwar.nic.in/
UK,NA,Nainital,Nainital,955128,3853,225,http://nainital.nic.in/
UK,PG,Pauri Garhwal,Pauri,686527,5438,129,http://pauri.nic.in/
UK,PI,Pithoragarh,Pithoragarh,485993,7110,69,http://pithoragarh.nic.in/
UK,RP,Rudraprayag,Rudraprayag,236857,1896,119,http://rudraprayag.nic.in/
UK,TG,Tehri Garhwal,New Tehri,616409,4085,169,http://tehri.nic.in/
UK,US,Udham Singh Nagar,Rudrapur,1648367,2912,648,http://usnagar.nic.in/
UK,UT,Uttarkashi,Uttarkashi,329686,7951,41,http://uttarkashi.nic.in/
WB,AD,Alipurduar,Alipurduar,1700000,3383,400,https://web.archive.org/web/20150213010208/http://alipurduarmunicipality.in/
WB,BN,Bankura,Bankura,3596292,6882,523,http://bankura.nic.in/
WB,BR,Paschim Bardhaman,Asansol,2882031,1603,1100,http://bardhaman.nic.in/
WB,BR,Purba Bardhaman,Bardhaman,4835532,5433,890,http://bardhaman.nic.in/
WB,BI,Birbhum,Suri,3502387,4545,771,http://birbhum.gov.in/
WB,KB,Cooch Behar,Cooch Behar,2822780,3387,833,http://coochbehar.gov.in/
WB,DD,Dakshin Dinajpur,Balurghat,1670931,2183,753,http://ddinajpur.nic.in/
WB,DA,Darjeeling,Darjeeling,1842034,3149,585,http://darjeeling.gov.in/
WB,HG,Hooghly,Chinsurah,5520389,3149,1753,http://hooghly.nic.in/
WB,HR,Howrah,Howrah,4841638,1467,3300,http://howrah.gov.in/
WB,JA,Jalpaiguri,Jalpaiguri,3869675,6227,621,http://jalpaiguri.nic.in/
WB,JH,Jhargram,Jhargram,1136548,3038,370,http://www.jhargram.org/
WB,KA,Kalimpong,Kalimpong,251642,1054,239,
WB,KO,Kolkata,Kolkata,4486679,185,24252,http://kolkata.gov.in/[permanent dead link]
WB,MA,Maldah,English Bazar,3997970,3733,1071,http://malda.nic.in/
WB,MSD,Murshidabad,Baharampur,7102430,5324,1334,http://murshidabad.gov.in/
WB,NA,Nadia,Krishnanagar,5168488,3927,1316,http://nadia.nic.in/
WB,PN,North 24 Parganas,Barasat,10082852,4094,2463,http://north24parganas.nic.in/
WB,PM,Paschim Medinipur,Midnapore,5094238,9345,1076,http://paschimmedinipur.gov.in/
WB,PR,Purba Medinipur,Tamluk,4417377,4736,923,http://purbamedinipur.gov.in/
WB,PU,Purulia,Purulia,2927965,6259,468,http://purulia.gov.in/
WB,PS,South 24 Parganas,Alipore,8153176,9960,819,http://s24pgs.gov.in/
WB,UD,Uttar Dinajpur,Raiganj,3000849,3180,956,http://uttardinajpur.nic.in/
